"features_geometry_coordinates_0","features_geometry_coordinates_1","features_geometry_type","features_id","features_properties_additionalInfo_0","features_properties_adviceA","features_properties_adviceB","features_properties_arrangementAttachments_0_displayName","features_properties_arrangementAttachments_0_fileName","features_properties_arrangementAttachments_0_fileType","features_properties_arrangementAttachments_0_linkName","features_properties_arrangementAttachments_0_sizeInBytes","features_properties_arrangementAttachments_0_uniqueFileName","features_properties_arrangementAttachments_1_displayName","features_properties_arrangementAttachments_1_fileName","features_properties_arrangementAttachments_1_fileType","features_properties_arrangementAttachments_1_linkName","features_properties_arrangementAttachments_1_sizeInBytes","features_properties_arrangementAttachments_1_uniqueFileName","features_properties_attendingGroups_0","features_properties_created","features_properties_displayName","features_properties_diversions","features_properties_duration","features_properties_encodedPolylines_0_coords","features_properties_encodedPolylines_0_levels","features_properties_end","features_properties_ended","features_properties_expectedDelay","features_properties_headline","features_properties_impactingNetwork","features_properties_incidentKind","features_properties_isInitialReport","features_properties_isMajor","features_properties_isNewIncident","features_properties_lastUpdated","features_properties_mainCategory","features_properties_name","features_properties_otherAdvice","features_properties_periods_0_closureType","features_properties_periods_0_direction","features_properties_periods_0_finishTime","features_properties_periods_0_fromDay","features_properties_periods_0_startTime","features_properties_periods_0_toDay","features_properties_periods_1_closureType","features_properties_periods_1_direction","features_properties_periods_1_finishTime","features_properties_periods_1_fromDay","features_properties_periods_1_startTime","features_properties_periods_1_toDay","features_properties_periods_2_closureType","features_properties_periods_2_direction","features_properties_periods_2_finishTime","features_properties_periods_2_fromDay","features_properties_periods_2_startTime","features_properties_periods_2_toDay","features_properties_periods_3_closureType","features_properties_periods_3_direction","features_properties_periods_3_finishTime","features_properties_periods_3_fromDay","features_properties_periods_3_startTime","features_properties_periods_3_toDay","features_properties_periods_4_closureType","features_properties_periods_4_direction","features_properties_periods_4_finishTime","features_properties_periods_4_fromDay","features_properties_periods_4_startTime","features_properties_periods_4_toDay","features_properties_periods_5_closureType","features_properties_periods_5_direction","features_properties_periods_5_finishTime","features_properties_periods_5_fromDay","features_properties_periods_5_startTime","features_properties_periods_5_toDay","features_properties_periods_6_closureType","features_properties_periods_6_direction","features_properties_periods_6_finishTime","features_properties_periods_6_fromDay","features_properties_periods_6_startTime","features_properties_periods_6_toDay","features_properties_publicTransport","features_properties_roads_0_conditionTendency","features_properties_roads_0_crossStreet","features_properties_roads_0_delay","features_properties_roads_0_impactedLanes_0_affectedDirection","features_properties_roads_0_impactedLanes_0_closedLanes","features_properties_roads_0_impactedLanes_0_description","features_properties_roads_0_impactedLanes_0_extent","features_properties_roads_0_impactedLanes_0_numberOfLanes","features_properties_roads_0_impactedLanes_0_roadType","features_properties_roads_0_locationQualifier","features_properties_roads_0_mainStreet","features_properties_roads_0_quadrant","features_properties_roads_0_queueLength","features_properties_roads_0_region","features_properties_roads_0_secondLocation","features_properties_roads_0_suburb","features_properties_roads_0_trafficVolume","features_properties_speedLimit","features_properties_start","features_properties_subCategoryA","features_properties_subCategoryB","features_properties_webLinkName","features_properties_webLinkUrl","features_properties_webLinks_0_linkText","features_properties_webLinks_0_linkURL","features_properties_webLinks_1_linkText","features_properties_webLinks_1_linkURL","features_type" 
"151.20744","-33.86355","POINT","714773"," ","Check signage","Allow extra travel time","","","","","","","","","","","",""," ","1510060289957","SCHEDULED ROAD WORKS Light rail project"," "," ","","","1512997199059","False"," ","SCHEDULED ROAD WORKS Light rail project - SYDNEY Grosvenor St at George St","False","Planned","False","False","False","1511326266483","Scheduled road works","None","A contra flow will be in operation so motorists can pass in each direction.<br/>","LANE_CLOSURE","Both directions","5am","Sunday","10pm"," ","LANE_CLOSURE","Both directions","5am","Monday","10pm"," ","LANE_CLOSURE","Both directions","5am","Tuesday","10pm"," ","LANE_CLOSURE","Both directions","5am","Wednesday","10pm"," ","LANE_CLOSURE","Both directions","5am","Thursday","11pm"," ","","","","","","","","","","","",""," ","","George Street","","","","","","","","at","Grosvenor Street","","0","SYD_MET"," ","Sydney","","-1","1510491600000","Light rail project"," ","None","None","","","","","Feature"
"150.45088","-35.38675","POINT","711180"," ","Allow extra travel time","Reduced speed limit","","","","","","","","","","","",""," ","1506998433993","SCHEDULED ROAD WORKS"," "," ","","","1513947599059","False"," ","SCHEDULED ROAD WORKS - BURRILL LAKE Princes Hwy between Dolphin Point Rd and Canberra Crescent","False","Planned","False","False","False","1511611106983","Scheduled road works","None","<strong>The new Burrill Lake Bridge on the Princes Hwy, just south of Ulladulla, is open to traffic in both directions.</strong><br/><br/>Traffic in both directions has switched over to the new bridge. Motorists are advised to exercise caution when travelling under the new traffic conditions and to expect minor delays.<br/><br/>Ongoing roadworks will continue at intersections on either side of the bridge as well as the complete removal and demolition of the old bridge.<br/>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Dolphin Point Road","","","","","","","","between","Princes Highway","","0","REG_SOUTH","Canberra Crescent","Burrill Lake","","60","1506949200000",""," ","None","None","Burrill Lake Bridge - Princes Hwy upgrade","http://www.rms.nsw.gov.au/projects/south-coast/burrill-lake-crossing/index.html","","","Feature"
"151.03708","-33.90624","POINT","726250"," ","Check signage","Exercise caution","","","","","","","","","","","",""," ","1511362075635","SCHEDULED ROAD WORKS Resurfacing"," "," ","","","1513774799059","False"," ","SCHEDULED ROAD WORKS Resurfacing - YAGOONA TO GREENACRE Hume Hwy between Mcmahon Rd and Rawson Rd","False","Planned","False","False","False","1511608131290","Scheduled road works","None","A contra flow will be in place to allow motorists to pass in each direction.<br/>","LANE_CLOSURE","Both directions","5am","Sunday","9:30pm"," ","LANE_CLOSURE","Both directions","5am","Monday","9:30pm"," ","LANE_CLOSURE","Both directions","5am","Tuesday","9:30pm"," ","LANE_CLOSURE","Both directions","5am","Wednesday","9:30pm"," ","LANE_CLOSURE","Both directions","5am","Thursday","10:30pm"," ","","","","","","","","","","","",""," ","","Mcmahon Road","","","","","","","","between","Hume Highway","","0","SYD_SOUTH","Rawson Road","Yagoona to Greenacre","","-1","1512392400000","Resurfacing"," ","None","None","","","","","Feature"
"151.22424","-33.74843","POINT","710182"," ","Use alternative route","Allow extra travel time","","","","","","","","","","","",""," ","1506083783087","SCHEDULED ROAD WORKS","Warringah Road.<br/>"," ","","","1533131999059","False"," ","SCHEDULED ROAD WORKS - FRENCHS FOREST Frenchs Forest Rd/Naree Rd between Forest Way and Patanga Rd","True","Planned","False","False","False","1511612422416","Scheduled road works","None","Frenchs Forest Road and Naree Road are now one-way westbound only from Patanga Road to Forest Way. <br/>Parking on both sides of Frenchs Forest Rd has been removed and eastbound traffic will be diverted.<br/>Additional traffic is expected on Warringah Road, Forest Way and Wakehurst Parkway. Allow extra travel time when driving in the area, particularly during the AM and PM peak.<br/>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eastbound bus stops on Frenchs Forest Road are closed. Alternative stops are open on Warringah Road. Visit transportnsw.info for details.<br/>","","Forest Way","","Eastbound"," "," ","Closed"," ","Road","between","Frenchs Forest Road/Naree Road","","0","SYD_NORTH","Patanga Road","Frenchs Forest","","-1","1507294800000",""," ","None","None","Northern Beaches Hospital road upgrade","http://www.rms.nsw.gov.au/projects/sydney-north/northern-beaches-hospital/index.html","Public transport changes","https://transportnsw.info/news/2017/frenchs-forest-bus-changes","Feature"
"151.21072","-33.84268","POINT","726859"," ","Check signage","Exercise caution","","","","","","","","","","","",""," ","1511889139744","SCHEDULED ROAD WORKS"," "," ","","","1513256399059","False"," ","SCHEDULED ROAD WORKS - NORTH SYDNEY Cahill Exp between High St and southern tolls","False","Planned","False","False","False","1511889326443","Scheduled road works","None","Southbound motorists should use either the Sydney Harbour Tunnel or lanes 5 and 6 on the Sydney Harbour Bridge.<br/>","ROAD_CLOSURE","Southbound","4:30am","Monday","9pm"," ","ROAD_CLOSURE","Southbound","4:30am","Tuesday","9pm"," ","ROAD_CLOSURE","Southbound","4:30am","Wednesday","9pm"," ","","","","","","","","","","","","","","","","","","","","","","","",""," ","","High Street","","","","","","","","between","Cahill Expressway","","0","SYD_NORTH","southern tolls","North Sydney","","-1","1512910800000",""," ","None","None","","","","","Feature"
"144.7238","-34.1914","POINT","712329"," ","Check signage","Reduced speed limit","","","","","","","","","","","",""," ","1507987196674","SCHEDULED ROAD WORKS"," "," ","","","1514725199059","False"," ","SCHEDULED ROAD WORKS - ONE TREE (37KM NORTH OF HAY) Cobb Hwy","False","Planned","False","False","False","1512206195083","Scheduled road works","None","Motorists are advised to expect delays up to five minutes.<br/>Traffic light control 24hrs a day.<br/>","LANE_CLOSURE","Both directions","","Weekdays","24hrs"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ",""," ","","","","","","","","-","Cobb Highway","","0","REG_SOUTH"," ","One Tree (37km north of Hay)","","20","1511096400000",""," ","None","None","","","","","Feature"
"151.18852","-33.87821","POINT","711285","","","","","","","","","","","","","","","","","1507083736983","SCHEDULED ROAD WORKS"," "," ","","","1512133199059","False"," ","SCHEDULED ROAD WORKS - GLEBE Bridge Rd between Burton St and Gottenham St","False","Planned","False","False","False","1511610841241","Scheduled road works","None","Alternating (stop/slow) traffic control will be in place to allow motorists to pass in each direction.<br/>","LANE_CLOSURE","Both directions","5am","Sunday","9:30pm"," ","LANE_CLOSURE","Both directions","5am","Monday","9pm"," ","LANE_CLOSURE","Both directions","5am","Tuesday","9pm"," ","LANE_CLOSURE","Both directions","5am","Wednesday","9pm"," ","LANE_CLOSURE","Both directions","5am","Thursday","10pm"," ","","","","","","","","","","","",""," ","","Burton Street","","","","","","","","between","Bridge Road","","0","SYD_MET","Gottenham Street","Glebe","","40","1507035600000","","","","","","","","",""
"150.77992","-34.05883","POINT","726099"," ","Reduced speed limit","Allow extra travel time","","","","","","","","","","","",""," ","1511232366806","SCHEDULED ROAD WORKS"," "," ","","","1513601999059","False"," ","SCHEDULED ROAD WORKS - CAMPBELLTOWN Narellan Rd between Kenny Hill Rd and Blaxland Rd","True","Planned","False","False","False","1512008688004","Scheduled road works","None","A contra flow is in place during road works to allow motorists to pass in each direction. <br/>A 40km reduced speed limit will remain in place until 5am Monday 18 December.<br/>","LANE_CLOSURE","Both directions","9am","Saturday","9pm"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Kenny Hill Road","","","","","","","","between","Narellan Road","","0","SYD_SOUTH","Blaxland Road","Campbelltown","","40","1513342800000",""," ","None","None","Narellan Rd upgrade","http://tmcprdweb.tmc.rta.nsw.gov.au/tmcprdweb/Sydney%20Western/Narellan%20Rd%20Stage%202/Narellan%20Rd%20Stage%202.html","","","Feature"
"151.13695","-33.87363","POINT","713116"," ","Check signage","Exercise caution","","WattleSt.pdf","pdf","Traffic Changes: Wattle St, Haberfield","40879","wattlest_15113524581078bm.pdf","","","","","",""," ","1508738209046","SCHEDULED ROAD WORKS WestConnex","Motorists will need to use the left lane to access Waratah St from Wattle St.<br/>"," ","","","1517489999059","False"," ","SCHEDULED ROAD WORKS WestConnex - HABERFIELD Wattle St approaching Waratah St","True","Planned","False","False","False","1511404006938","Scheduled road works","None","There is no right turn from Wattle St into Waratah St.<br/>Use the left lane and follow signs to access the temporary turning lane to Waratah St.<br/>","LANE_CLOSURE","Eastbound","","Every day","24hrs"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Waratah Street","","","","","","","","approaching","Wattle Street","","0","SYD_MET"," ","Haberfield","","-1","1509627600000","WestConnex"," ","None","None","WestConnex","https://www.westconnex.com.au/traffic-changes","","","Feature"
"152.75725","-31.46095","POINT","710047"," ","Check signage","Use diversions","","","","","","","","","","","",""," ","1505995322730","SCHEDULED ROAD WORKS","Diversions will be in place via King Creek Road. This diversion is suitable for light vehicles only.<br/>Heavy vehicles will be escorted through the work site.<br/>When works are not taking place a speed restriction will be in place.<br/>"," ","","","1513342799059","False"," ","SCHEDULED ROAD WORKS - SANCROX TO WAUCHOPE Oxley Hwy between King Creek Rd and Stoney Creek Rd","True","Planned","False","False","False","1511532619045","Scheduled road works","None","<strong>Alternating (stop/slow) traffic conditions will be in place to allow motorists to pass in each direction during weekday working hours (10am-6:30pm)</strong><br/><strong>A full closure with detour will take place after 6:30pm Sunday to Thursday during night works.</strong><br/>Motorists are advised to allow up to 10 minutes additional travel time.<br/>","LANE_CLOSURE","Both directions","6:30pm","Weekdays","10am"," ","ROAD_CLOSURE","Both directions","5am","Sunday","6:30pm"," ","ROAD_CLOSURE","Both directions","5am","Monday","6:30pm"," ","ROAD_CLOSURE","Both directions","5am","Tuesday","6:30pm"," ","ROAD_CLOSURE","Both directions","5am","Wednesday","6:30pm"," ","ROAD_CLOSURE","Both directions","5am","Thursday","6:30pm"," ","","","","","",""," ","","King Creek Road","","","","","","","","between","Oxley Highway","","0","REG_NORTH","Stoney Creek Road","Sancrox to Wauchope","","-1","1507381200000",""," ","None","None","","","","","Feature"
"151.17059","-33.86428","POINT","725415"," ","Check signage","Exercise caution","","","","","","","","","","","",""," ","1510624294723","SCHEDULED ROAD WORKS Resurfacing"," "," ","","","1515934799060","False"," ","SCHEDULED ROAD WORKS Resurfacing - ROZELLE Victoria Rd between Byrnes St and Robert St","False","Planned","False","False","False","1510662342670","Scheduled road works","None","<strong>No work will take place between Saturday 23rd December to Sunday 7th January.</strong><br/>","LANE_CLOSURE","Both directions","5am","Weekday nights","9pm"," ","LANE_CLOSURE","Both directions","5am","Sunday","9pm"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Byrnes Street","","","","","","","","between","Victoria Road","","0","SYD_MET","Robert Street","Rozelle","","-1","1511010000000","Resurfacing"," ","None","None","","","","","Feature"
"151.2029","-33.87421","POINT","713379"," ","Use diversions","Allow extra travel time","","","","","","","","","","","",""," ","1508943755016","SCHEDULED ROAD WORKS Maintenance","Northbound: Bathurst St and Kent St to access the Sydney Harbour Bridge <br/>Southbound: Motorists on the Western Distributor will exit at Harris St <br/>      <br/>"," ","","","1513342799059","False"," ","SCHEDULED ROAD WORKS Maintenance - SYDNEY Harbour St between Bathurst St and Western Distributor","False","Planned","False","False","False","1512461723159","Scheduled road works","None","This closure is in conjunction with northbound work on the Western Distributor. <br/>","ROAD_CLOSURE","Both directions","5am","Sunday","10pm"," ","ROAD_CLOSURE","Both directions","5am","Monday","10pm"," ","ROAD_CLOSURE","Both directions","5am","Tuesday","10pm"," ","ROAD_CLOSURE","Both directions","5am","Wednesday","10pm"," ","ROAD_CLOSURE","Both directions","5am","Thursday","11pm"," ","ROAD_CLOSURE","Northbound","4.30am","Friday","12am"," ","ROAD_CLOSURE","Northbound","6am","Saturday","12am"," "," ","","Bathurst Street","","","","","","","","between","Harbour Street","","0","SYD_MET","Western Distributor","Sydney","","-1","1511355600000","Maintenance"," ","None","None","","","","","Feature"
"152.75746","-29.62912","POINT","711279"," ","Check signage","Allow extra travel time","","","","","","","","","","","",""," ","1507080466821","SCHEDULED ROAD WORKS Upgrade - Blasting Operation","Summerland Way, Bruxner Hwy and New England Hwy.<br/>"," ","","","1512651599059","False"," ","SCHEDULED ROAD WORKS Upgrade - Blasting Operation - RAMORNIE (WEST OF GRAFTON) Gwydir Hwy near Ramornie Station Rd","True","Planned","False","False","False","1512132192292","Scheduled road works","None","Motorists are advised to allow an extra 10 minutes travel time outside the closure times.<br/>Resident access will be maintained.<br/>","ROAD_CLOSURE","Both directions","2pm","Sunday","11am"," ","ROAD_CLOSURE","Both directions","1pm","Wednesday","10am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Ramornie Station Road","","","","","","","","near","Gwydir Highway","","0","REG_NORTH"," ","Ramornie (west of Grafton)","","-1","1512219600000","Upgrade"," ","None","None","","","","","Feature"
"151.22607","-33.91706","POINT","724966"," ","Exercise caution","Check signage","","","","","","","","","","","",""," ","1510220711960","SCHEDULED ROAD WORKS Light rail project"," "," ","","","1514811599059","False"," ","SCHEDULED ROAD WORKS Light rail project - KENSINGTON Anzac Pde between Barker St and High St","False","Planned","False","False","False","1512031154462","Scheduled road works","None","Contra flow traffic conditions will be in place to allow motorists to pass in each direction.<br/>","LANE_CLOSURE","Both directions","5am","Sunday","10pm"," ","LANE_CLOSURE","Both directions","5am","Monday","10pm"," ","LANE_CLOSURE","Both directions","5am","Tuesday","10pm"," ","LANE_CLOSURE","Both directions","5am","Wednesday","10pm"," ","LANE_CLOSURE","Both directions","5am","Thursday","10pm"," ","LANE_CLOSURE","Both directions","7am","Friday","10pm"," ","LANE_CLOSURE","Both directions","7am","Saturday","10pm"," "," ","","Barker Street","","","","","","","","between","Anzac Parade","","0","SYD_MET","High Street","Kensington","","-1","1511960400000","Light rail project"," ","None","None","","","","","Feature"
"151.22507","-33.75331","POINT","713576"," ","Check signage","Use diversions","","","","","","","","","","","",""," ","1509078458943","SCHEDULED ROAD WORKS Maintenance","Hilmer Street.<br/>"," ","","","1513947599060","False"," ","SCHEDULED ROAD WORKS Maintenance - FRENCHS FOREST Fitzpatrick Ave East at Warringah Rd","False","Planned","False","False","False","1509948052713","Scheduled road works","None","There is no access to Fitzpatrick Avenue East from Warringah Road. <br/>","ROAD_CLOSURE","Both directions","","Every day","24hrs"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Warringah Road","","","","","","","","at","Fitzpatrick Avenue East","","0","SYD_NORTH"," ","Frenchs Forest","","-1","1509282000000","Maintenance"," ","None","None","","","","","Feature"
"153.29338","-29.15838","POINT","459239"," ","Check signage","Allow extra travel time","","","","","","","","","","","",""," ","1389942949313","SCHEDULED ROAD WORKS"," "," ","","","1512910799059","False"," ","SCHEDULED ROAD WORKS - MACLEAN TO BALLINA Pacific Hwy between Maclean and Ballina","False","Planned","False","False","False","1512477323536","Road works - planned","None","These works will take place in the Harwood area between Maclean and Chatsworth and further north between Pimlico and Ballina. Construction and roadwork activities will be carried out at:<br/><br/><ul><li>Woombah (Iluka Rd) from Mon 4 to Thur 7 Decr from 6am to 6pm and from Mon 4 to Thur 7 Dec from 6pm to 6am.</li><li>Chatsworth (Carrolls to Fischers Lanes) from Mon 4 to Thurs 7 Dec from 6am to 6pm line marking.</li><li>Jacky Bulbin Flat (Devils Pulpit) from Mon 4 to Thur 7 Dec from 6am to 6pm.</li><li>Tabbimoble from Mon 4 to Thur 7 Dec from 6am to 6pm - tree clearing.</li><li>New Italy (North of Turners Rd) on Thur 7 Dec from 7am to 4pm - asphalt patch repair.</li><li>Woodburn to Broadwater from Mon 4 to Thur 7 Dec from 6am to 6pm and from Mon 4 to Thur 7 Dec from 6pm to 6am - Service Road Construction.</li><li>Woodburn North from Tues 5 to Wed 6 Dec from 7am to 4pm - asphalt patch repair.</li><li>Broadwater (400m north of Byrnes St) from Tues 5 to Thur 7 Dec from 7am to 6pm.</li><li>Pimlico (Coolgardie Rd to 800m south) from Mon 4 to Thur 7 Dec from 6pm to 6am.</li><li>Pimlico (600m south of Coolgardie Rd to Whytes Ln) from Wed 6 to Thur 7 Dec from 7am to 6pm.</li><br/><br/><br/><br/><br/><br/><br/><br/><br/></ul>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Maclean","","","","","","","","between","Pacific Highway","","0","REG_NORTH","Ballina","Maclean to Ballina","","-1","1511096400000"," "," ","None","None","","","","","Feature"
"150.97935","-33.38713","POINT","513212"," ","Use alternative route","Allow extra travel time","","","","","","","","","","","",""," ","1430447595303","SCHEDULED FERRY MAINTENANCE"," "," ","","","1512478799060","False"," ","SCHEDULED FERRY MAINTENANCE - WISEMANS FERRY Webbs Creek Ferry between River Rd and St Albans Rd","False","Planned","False","False","False","1510026159663","Scheduled road works","None","The ferry will be out of service on the first Tuesday of each month from 9:30am until 12pm.<br/>","ROAD_CLOSURE","Both directions","midday","Tuesday","9:30am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","River Road","","","","","","","","between","Webbs Creek Ferry","","0","SYD_WEST","St Albans Road","Wisemans Ferry","","-1","1512392400000"," "," ","None","None","Using vehicular ferries","http://www.rms.nsw.gov.au/roads/using-roads/trip-information/vehicular-ferries.html","","","Feature"
"151.23077","-33.92632","POINT","727209"," ","Check signage","Use alternative route","","","","","","","","","","","",""," ","1512119692500","SCHEDULED ROAD WORKS Light rail project","Anzac Parade and Gardeners Road roundabout.<br/>"," ","","","1513947599059","False"," ","SCHEDULED ROAD WORKS Light rail project - KINGSFORD Sturt St between Anzac Pde Northbound and Anzac Pde Southbound","False","Planned","False","False","False","1512480106385","Scheduled road works","None"," ","ROAD_CLOSURE","Both directions","5am","Sunday","9pm"," ","ROAD_CLOSURE","Both directions","5am","Monday","9pm"," ","ROAD_CLOSURE","Both directions","5am","Tuesday","9pm"," ","ROAD_CLOSURE","Both directions","5am","Wednesday","9pm"," ","ROAD_CLOSURE","Both directions","5am","Thursday","10pm"," ","","","","","","","","","","","",""," ","","Anzac Parade Northbound","","","","","","","","between","Sturt Street","","0","SYD_MET","Anzac Parade Southbound","Kingsford","","-1","1512478800000","Light rail project"," ","None","None","","","","","Feature"
"151.20769","-33.87665","POINT","711538","","","","","","","","","","","","","","","","","1507279580757","SCHEDULED ROAD WORKS Light rail project"," "," ","","","1512133199060","False"," ","SCHEDULED ROAD WORKS Light rail project - SYDNEY Liverpool St between Pitt St and Kent St","False","Planned","False","False","False","1510747478987","Scheduled road works","None","2 of 3 lanes closed.<br/>","LANE_CLOSURE","Westbound","5am","Sunday","10pm"," ","LANE_CLOSURE","Westbound","5am","Monday","10pm"," ","LANE_CLOSURE","Westbound","5am","Tuesday","10pm"," ","LANE_CLOSURE","Westbound","5am","Wednesday","10pm"," ","LANE_CLOSURE","Westbound","5am","Thursday","10pm"," ","","","","","","","","","","","",""," ","","Pitt Street","","","","","","","","between","Liverpool Street","","0","SYD_MET","Kent Street","Sydney","","-1","1507381200000","","","","","","","","",""
"151.18045","-33.91295","POINT","713101","","","","","","","","","","","","","","","","","1508739146297","SCHEDULED ROAD WORKS WestConnex","Eastbound motorists detour via Canal Rd and Burrows Rd or Sydney Park Rd and Euston Rd.<br/>Westbound motorists detour via Barwon Park Rd and Crown St to the Princes Hwy.<br/>"," ","","","1512305999060","False"," ","SCHEDULED ROAD WORKS WestConnex - ST PETERS Campbell St between Barwon Park Rd and Princes Hwy","True","Planned","False","False","False","1510748489247","Scheduled road works","None","No right turn from Princes Hwy northbound to Campbell St eastbound, and no through access from Campbell St west of the Princes Hwy.<br/><br/>No access to Campbell St between Barwon Park Rd and Crown St. <br/><br/>Southbound motorists can use Crown Street to access the Princes Hwy.<br/>","ROAD_CLOSURE","Both directions"," ","Every day","24hrs"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Barwon Park Road","","","","","","","","between","Campbell Street","","0","SYD_MET","Princes Highway","St Peters","","-1","1509368400000","","","","","","","","",""
"150.85207","-33.8173","POINT","726850"," "," "," ","","","","","","","","","","","",""," ","1511870823384","SCHEDULED ROAD WORKS","Southbound motorists exiting the M7 should use the Great Western Hwy or M4 Motorway instead.<br/>Southbound motorists can access the M7 using Wallgrove Road or the Horsley Drive. <br/>"," ","","","1513861199059","False"," ","SCHEDULED ROAD WORKS - EASTERN CREEK Westlink M7 between Wallgrove Rd and The Horsley Dr","False","Planned","False","False","False","1512009817165","Scheduled road works","None","There will be a contra flow operation in place. Southbound lanes will be closed and both directions of traffic will use the northbound carriageway.<br/><br/>The southbound on and off ramps from and to Old Wallgrove Rd will also be closed.<br/>","LANE_CLOSURE","Both directions","4:30am","Sunday","8:30pm"," ","LANE_CLOSURE","Both directions","4:30am","Monday","8:30pm"," ","LANE_CLOSURE","Both directions","4:30am","Tuesday","8:30pm"," ","LANE_CLOSURE","Both directions","4:30am","Wednesday","8:30pm"," ","LANE_CLOSURE","Both directions","4:30am","Thursday","9pm"," ","","","","","","","","","","","",""," ","","Wallgrove Road","","","","","","","","between","Westlink M7","","0","SYD_WEST","The Horsley Drive","Eastern Creek","","-1","1512219600000",""," ","None","None","","","","","Feature"
"149.58058","-30.60548","POINT","726721"," ","Exercise caution","Reduced speed limit","","","","","","","","","","","",""," ","1511777336156","SCHEDULED ROAD WORKS"," "," ","","","1522501199059","False"," ","SCHEDULED ROAD WORKS - THE PILLIGA Newell Hwy - 76km to 80km north of Coonabarabran","False","Planned","False","False","False","1512387255796","Scheduled road works","None","Motorists are advised to allow up to 5 minutes additional travel time.<br/>Traffic controls will be in place to allow motorists to pass in each direction.<br/>","LANE_CLOSURE","Both directions","5pm","Weekdays","7am"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","76km to 80km north of Coonabarabran","","","","","","","","-","Newell Highway","","0","REG_WEST"," ","The Pilliga","","40","1511701200000",""," ","None","None","","","","","Feature"
"150.97305","-33.73429","POINT","726465"," ","Reduce speed","Exercise caution","","","","","","","","","","","",""," ","1511529423239","SCHEDULED ROAD WORKS Upgrade"," "," ","","","1513861199059","False"," ","SCHEDULED ROAD WORKS Upgrade - BAULKHAM HILLS TO KELLYVILLE Windsor Rd between Barina Downs Rd and Memorial Ave","False","Planned","False","False","False","1511989132555","Scheduled road works","None","Lane 1 of 2 will be closed. <br/>","LANE_CLOSURE","Northbound","5am","Monday","9pm"," ","LANE_CLOSURE","Northbound","5am","Tuesday","9pm"," ","LANE_CLOSURE","Northbound","5am","Wednesday","9pm"," ","LANE_CLOSURE","Northbound","5am","Thursday","10pm"," ","LANE_CLOSURE","Northbound","5am","Friday","10pm"," ","LANE_CLOSURE","Northbound","5am","Saturday","10pm"," ","LANE_CLOSURE","Northbound","5am","Sunday","9pm"," "," ","","Barina Downs Road","","","","","","","","between","Windsor Road","","0","SYD_WEST","Memorial Avenue","Baulkham Hills to Kellyville","","-1","1511442000000","Upgrade"," ","None","None","","","","","Feature"
"150.84691","-33.79615","POINT","726703"," ","Check signage","Reduced speed limit","","","","","","","","","","","",""," ","1511762082891","SCHEDULED ROAD WORKS"," "," ","","","1524232799059","False"," ","SCHEDULED ROAD WORKS - MINCHINBURY M4 Mwy between Wallgrove Rd and Roper Rd","False","Planned","False","False","False","1512366410321","Scheduled road works","None","Lane widths will be temporarily reduced in both directions of the M4 to install safety barriers in the median shoulders.<br/>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Wallgrove Road","","","","","","","","between","M4 Motorway","","0","SYD_WEST","Roper Road","Minchinbury","","80","1512133200000","Resurfacing"," ","None","None","M4 Smart Motorway project","http://www.rms.nsw.gov.au/projects/sydney-west/m4/index.html","","","Feature"
"151.21664","-33.76094","POINT","725802","","","","","","","","","","","","","","","","","1510912092364","SCHEDULED ROAD WORKS","Local diversions will be put in place.<br/>"," ","","","1512305999059","False"," ","SCHEDULED ROAD WORKS - FORESTVILLE Warringah Rd between Darley St and Cook St","True","Planned","False","False","False","1512016781321","Scheduled road works","None","Work will occur on the Starkey Street pedestrian bridge.<br/>","ROAD_CLOSURE","Both directions","6am","Saturday","10pm"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","Darley Street","","","","","","","","between","Warringah Road","","0","SYD_NORTH","Cook Street","Forestville","","-1","1512133200000","","","","","","","","",""
