"features_geometry_coordinates_0","features_geometry_coordinates_1","features_geometry_type","features_id","features_properties_additionalInfo_0","features_properties_adviceA","features_properties_adviceB","features_properties_attendingGroups_0","features_properties_attendingGroups_1","features_properties_attendingGroups_2","features_properties_created","features_properties_displayName","features_properties_diversions","features_properties_duration","features_properties_encodedPolylines_0_coords","features_properties_encodedPolylines_0_levels","features_properties_end","features_properties_ended","features_properties_expectedDelay","features_properties_headline","features_properties_impactingNetwork","features_properties_incidentKind","features_properties_isInitialReport","features_properties_isMajor","features_properties_isNewIncident","features_properties_lastUpdated","features_properties_mainCategory","features_properties_name","features_properties_otherAdvice","features_properties_periods_0_closureType","features_properties_periods_0_direction","features_properties_periods_0_finishTime","features_properties_periods_0_fromDay","features_properties_periods_0_startTime","features_properties_periods_0_toDay","features_properties_publicTransport","features_properties_roads_0_conditionTendency","features_properties_roads_0_crossStreet","features_properties_roads_0_delay","features_properties_roads_0_impactedLanes_0_affectedDirection","features_properties_roads_0_impactedLanes_0_closedLanes","features_properties_roads_0_impactedLanes_0_description","features_properties_roads_0_impactedLanes_0_extent","features_properties_roads_0_impactedLanes_0_numberOfLanes","features_properties_roads_0_impactedLanes_0_roadType","features_properties_roads_0_locationQualifier","features_properties_roads_0_mainStreet","features_properties_roads_0_quadrant","features_properties_roads_0_queueLength","features_properties_roads_0_region","features_properties_roads_0_secondLocation","features_properties_roads_0_suburb","features_properties_roads_0_trafficVolume","features_properties_speedLimit","features_properties_start","features_properties_subCategoryA","features_properties_subCategoryB","features_properties_webLinkName","features_properties_webLinkUrl","features_properties_webLinks_0_linkText","features_properties_webLinks_0_linkURL","features_type" 
"151.14754","-33.88425","POINT","727186","","","","","","","1512109172010","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - LEICHHARDT Tebbutt St at Marion St","False","Unplanned","False","False","False","1512112604075","Breakdown","None"," ","","","","","",""," ","","Marion Street","","All directions"," "," ","Affected"," "," ","at","Tebbutt Street","","0","SYD_MET"," ","Leichhardt","","-1","None","","","","","","",""
"151.1534","-33.93755","POINT","727144","","","","","","","1512091544934","EMERGENCY ROAD WORKS due to earlier incident"," ","None","","","None","True","None","EMERGENCY ROAD WORKS due to earlier incident - ARNCLIFFE Marsh St at M5 East Mwy","False","Unplanned","False","False","False","1512102418650","Emergency road works","None"," ","","","","","",""," ","","M5 East Motorway","Significant","Westbound","1","Lane 1","Lanes closed","5"," ","at","Marsh Street","","-1","SYD_MET"," ","Arncliffe","Heavy","-1","None","","","","","","",""
"150.34799","-33.70822","POINT","727175","","","","","","","1512104302179","HAZARD Debris"," ","None","","","None","True","None","HAZARD Debris - LEURA Great Western Hwy at Kitchener Rd","False","Unplanned","False","False","False","1512106170281","Hazard","None"," ","","","","","",""," ","","Kitchener Road","","Westbound","1","Lane 1","Lanes closed","2"," ","at","Great Western Highway","","0","SYD_WEST"," ","Leura","","-1","None","","","","","","",""
"151.04843","-33.7607","POINT","727124","","","","","","","1512081735203","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - BEECROFT Pennant Hills Rd approaching M2 Mwy","False","Unplanned","False","False","False","1512084465776","Accident","None"," ","","","","","",""," ","","M2 Motorway","","Northbound"," "," ","Affected"," "," ","approaching","Pennant Hills Road","","0","SYD_WEST"," ","Beecroft","","-1","None","","","","","","",""
"150.97147","-33.81717","POINT","727180","","","","","RMS","","1512107381543","ACCIDENT Truck, Car"," ","None","","","None","True","None","ACCIDENT Truck, Car - MERRYLANDS M4 Mwy between Cumberland Hwy and Coleman St","False","Unplanned","False","False","False","1512107865387","Accident","None"," ","","","","","",""," ","","Cumberland Highway","","Westbound"," "," ","Affected"," "," ","between","M4 Motorway","","0","SYD_WEST","Coleman Street","Merrylands","","-1","None","","","","","","",""
"151.1895","-33.50084","POINT","727196","","","","","","","1512113275850","ACCIDENT 5 vehicles"," ","None","","","None","True","None","ACCIDENT 5 vehicles - CHEERO POINT M1 Pacific Mwy (F3)","False","Unplanned","False","False","False","1512117588056","Accident","None"," ","","","","","",""," ",""," ","Significant","Northbound"," "," ","Affected"," "," ","-","M1 Pacific Motorway (F3)","","-1","REG_NORTH"," ","Cheero Point","Heavy","-1","None","","","","","","",""
"149.09626","-33.28308","POINT","727216","","","","","","","1512126107060","TRAFFIC LIGHTS FLASHING YELLOW Due to Earlier Accident"," ","None","","","None","True","None","TRAFFIC LIGHTS FLASHING YELLOW Due to Earlier Accident - ORANGE Summer St at Sale St","False","Unplanned","False","False","False","1512193610842","Traffic lights flashing yellow","None","The signals will be flashing yellow until further notice.<br/>","","","","","",""," ","","Sale Street","","All directions"," "," ","Affected"," "," ","at","Summer Street","","0","REG_WEST"," ","Orange","","-1","None","","","","","","",""
"151.14612","-33.80273","POINT","727215","","","","","","","1512125569662","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - LANE COVE WEST Lane Cove Tunnel just past Tunnel","False","Unplanned","False","False","False","1512127246734","Breakdown","None"," ","","","","","",""," ","","Tunnel","","Westbound","1","Lane 1","Lanes closed","2"," ","just past","Lane Cove Tunnel","","0","SYD_NORTH"," ","Lane Cove West","","-1","None","","","","","","",""
"151.2036","-33.86879","POINT","727218","","","","","","","1512129228548","TRAFFIC LIGHTS FLASHING YELLOW"," ","None","","","None","True","None","TRAFFIC LIGHTS FLASHING YELLOW - SYDNEY King St at Sussex St","False","Unplanned","False","False","False","1512137177025","Traffic lights flashing yellow","None"," ","","","","","",""," ","","Sussex Street","","All directions"," "," ","Affected"," "," ","at","King Street","","0","SYD_MET"," ","Sydney","","-1","None","","","","","","",""
"151.18408","-33.48785","POINT","727219","","","","","","","1512130957490","HAZARD Timber"," ","None","","","None","True","None","HAZARD Timber - BAR POINT M1 Pacific Mwy (F3) between Jolls Bridge and Mount White Heavy Vehicle Checking Station","False","Unplanned","False","False","False","1512131475310","Hazard","None","Lanes 2 and 3 are affected.<br/>","","","","","",""," ","","Jolls Bridge","","Northbound"," "," ","Affected"," "," ","between","M1 Pacific Motorway (F3)","","0","REG_NORTH","Mount White Heavy Vehicle Checking Station","Bar Point","","-1","None","","","","","","",""
"151.24625","-33.80172","POINT","727221","","","","","","","1512131996312","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - SEAFORTH Spit Rd just past Spit Bridge","False","Unplanned","False","False","False","1512132817501","Breakdown","None"," ","","","","","",""," ","","Spit Bridge","","Northbound","1","Lane 1","Lanes closed","3"," ","just past","Spit Road","","0","SYD_NORTH"," ","Seaforth","","-1","None","","","","","","",""
"151.20694","-33.88978","POINT","727224","","","","","","","1512137221293","ACCIDENT Car, Bicycle"," ","None","","","None","True","None","ACCIDENT Car, Bicycle - REDFERN Cleveland St at Buckingham St","False","Unplanned","False","False","False","1512137485330","Accident","None"," ","","","","","",""," ","","Buckingham Street","","Westbound","1","Lane 1","Lanes closed","2"," ","at","Cleveland Street","","0","SYD_MET"," ","Redfern","","-1","None","","","","","","",""
"148.32509","-35.56541","POINT","727239","","","","","","","1512158638990","HAZARD large rock"," ","None","","","None","True","None","HAZARD large rock - TALBINGO Snowy Mountains Hwy","False","Unplanned","False","False","False","1512165881649","Hazard","None"," ","","","","","",""," ",""," ","","Southbound"," "," ","Affected"," "," ","at","Snowy Mountains Highway","","0","REG_SOUTH"," ","Talbingo","","-1","None","","","","","","",""
"151.01304","-33.54811","POINT","727238","","","","","","","1512156695208","HAZARD Livestock"," ","None","","","None","True","None","HAZARD Livestock - FOREST GLENN Old Northern Rd at Spur Place","False","Unplanned","False","False","False","1512162226585","Hazard","None"," ","","","","","",""," ","","Spur Place","","All directions"," "," ","Affected"," "," ","at","Old Northern Road","","0","SYD_NORTH"," ","Forest Glenn","","-1","None","","","","","","",""
"151.01405","-33.73186","POINT","727255","","","","","","","1512170761130","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - CASTLE HILL Old Northern Rd at Telfer Rd","False","Unplanned","False","False","False","1512183675984","Breakdown","None"," ","","","","","","","Buses are delayed. <br/>","","Telfer Road"," ","Northbound","1","Lane 2","Lanes closed","2"," ","at","Old Northern Road","","-1","SYD_WEST"," ","Castle Hill","Heavy","-1","None","","","","","","",""
"150.45366","-33.72295","POINT","727249","","","","","","","1512167708027","HAZARD Debris metal"," ","None","","","None","True","None","HAZARD Debris metal - HAZELBROOK Great Western Hwy near Winbourne Rd","False","Unplanned","True","False","False","1512171680159","Hazard","None"," ","","","","","",""," ","","Winbourne Road","","","","","","","","near","Great Western Highway","","0","SYD_WEST"," ","Hazelbrook","","-1","None","","","","","","",""
"151.03903","-33.84299","POINT","727237","","","","","","","1512155903019","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - AUBURN Parramatta Rd at Melton St","False","Unplanned","False","False","False","1512157498816","Accident","None"," ","","","","","",""," ","","Melton Street","","Eastbound","1","Lane 2","Lanes closed","2"," ","at","Parramatta Road","","0","SYD_MET"," ","Auburn","","-1","None","","","","","","",""
"151.19275","-33.55859","POINT","727244","","","","","","","1512163618337","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - COWAN M1 Pacific Mwy (F3) at Pacific Hwy","False","Unplanned","False","False","False","1512164882841","Breakdown","None"," ","","","","","",""," ","","Pacific Highway","","Southbound","1","Lane 1","Lanes closed","3"," ","at","M1 Pacific Motorway (F3)","","0","SYD_NORTH"," ","Cowan","","-1","None","","","","","","",""
"151.09487","-33.9222","POINT","727246","","","","","RMS","","1512165041163","ACCIDENT - Car, Bicycle"," ","None","","","None","True","None","ACCIDENT - Car, Bicycle - BELMORE Canterbury Rd at Kingsgrove Rd","False","Unplanned","True","False","False","1512166366195","Accident","None"," ","","","","","",""," ","","Kingsgrove Road","","","","","","","","at","Canterbury Road","","0","SYD_MET"," ","Belmore","","-1","None","","","","","","",""
"150.80251","-34.0681","POINT","727241","","","","","Tow truck","","1512159284853","ACCIDENT Car"," ","None","","","None","True","None","ACCIDENT Car - CAMPBELLTOWN Narellan Rd near Blaxland Rd","False","Unplanned","False","False","False","1512160202729","Accident","None"," ","","","","","",""," ","","Blaxland Road","","Southbound","1","Lane 1","Lanes closed","2"," ","near","Narellan Road","","0","SYD_SOUTH"," ","Campbelltown","","-1","None","","","","","","",""
"151.07637","-33.94158","POINT","727245","","","","","","","1512164940903","HAZARD Gravel spill"," ","None","","","None","True","None","HAZARD Gravel spill - BEVERLY HILLS King Georges Rd at Shorter Ave","False","Unplanned","False","False","False","1512170767229","Hazard","None"," ","","","","","",""," ","","Shorter Avenue","","Southbound","1","Left turn lane","Lanes closed","3"," ","at","King Georges Road","","0","SYD_MET"," ","Beverly Hills","","-1","None","","","","","","",""
"151.07074","-33.85693","POINT","727227","","","","","Motorway crew","","1512139758989","BREAKDOWN Truck"," ","None","","","None","True","None","BREAKDOWN Truck - HOMEBUSH WEST M4 Mwy approaching Silverwater Rd","False","Unplanned","False","False","False","1512144462391","Breakdown","None"," ","","","","","",""," ","","Silverwater Road","","Eastbound"," "," ","Affected"," "," ","approaching","M4 Motorway","","0","SYD_MET"," ","Homebush West","","-1","None","","","","","","",""
"148.28336","-36.51662","POINT","727240","","","","","RMS","","1512158709532","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - KOSCIUSZKO NATIONAL PARK Alpine Way between Jindabyne and Khancoban","False","Unplanned","False","False","False","1512168674747","Hazard","None"," ","","","","","",""," ","","Jindabyne","","Both directions"," "," ","Affected"," "," ","between","Alpine Way","","0","REG_SOUTH","Khancoban","Kosciuszko National Park","","-1","None","","","","","","",""
"151.25946","-33.88933","POINT","727228","","","","","","","1512139828860","CHANGED TRAFFIC CONDITIONS Pole Replacement Operation Due to Earlier Accident"," ","None","","","None","True","None","CHANGED TRAFFIC CONDITIONS Pole Replacement Operation Due to Earlier Accident - BONDI Old South Head Rd near Flood St","False","Unplanned","False","False","False","1512162675516","Changed traffic conditions","None"," ","","","","","",""," ","","Flood Street","","Westbound","1","Bus lane","Lanes closed","2"," ","near","Old South Head Road","","0","SYD_MET"," ","Bondi","","-1","None","","","","","","",""
"147.12537","-35.91553","POINT","727257","","","","","Tow truck","","1512171396492","CHANGED TRAFFIC CONDITIONS Vehicle salvage"," ","None","","","None","True","None","CHANGED TRAFFIC CONDITIONS Vehicle salvage - MULLENGANDRA Hume Hwy","False","Unplanned","False","False","False","1512171785068","Changed traffic conditions","None"," ","","","","","",""," ",""," ","","Northbound","1","Lane 2","Lanes closed","2"," ","at","Hume Highway","","0","REG_SOUTH"," ","Mullengandra","","-1","None","","","","","","",""
"151.27182","-33.7619","POINT","727235","","","","","","","1512154217897","TRAFFIC LIGHTS FLASHING YELLOW"," ","None","","","None","True","None","TRAFFIC LIGHTS FLASHING YELLOW - BROOKVALE Pittwater Rd at Winbourne Rd","False","Unplanned","False","False","False","1512162194403","Traffic lights flashing yellow","None"," ","","","","","",""," ","","Winbourne Road","","","","","","","","at","Pittwater Road","","0","SYD_NORTH"," ","Brookvale","","-1","None","","","","","","",""
"147.46271","-34.43981","POINT","727256","","","","","","","1512171062984","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - TEMORA Burley Griffin Way - west of Temora","False","Unplanned","False","False","False","1512173861822","Hazard","None","The fallen trees are located between 1km and 5km west of the town. <br/>","","","","","",""," ","","west of Temora","","Both directions"," "," ","Affected"," "," ","-","Burley Griffin Way","","0","REG_SOUTH"," ","Temora","","-1","None","","","","","","",""
"151.03841","-33.92948","POINT","727248","","","","","","","1512167127481","BREAKDOWN Truck"," ","None","","","None","True","None","BREAKDOWN Truck - BANKSTOWN Fairford Rd at Stacey St","False","Unplanned","False","False","False","1512169561506","Breakdown","None"," ","","","","","",""," ","","Stacey Street","","Southbound","1","Lane 1","Lanes closed","3"," ","at","Fairford Road","","0","SYD_SOUTH"," ","Bankstown","","-1","None","","","","","","",""
"151.62576","-33.13096","POINT","727229","","","","","RMS","","1512140673777","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - CATHERINE HILL BAY Pacific Hwy at Cams Wharf Rd","False","Unplanned","False","False","False","1512158482196","Accident","None","A contra flow is in operation so motorists can pass in each direction.<br/>Expected to remain this way for some time.<br/>","","","","","",""," ","","Cams Wharf Road","","Both directions"," "," ","Affected"," "," ","at","Pacific Highway","","0","REG_NORTH"," ","Catherine Hill Bay","","-1","None","","","","","","",""
"151.21301","-33.84833","POINT","727243","","","","","","","1512159728308","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - MILSONS POINT Sydney Harbour Tunnel approaching Tunnel exit","False","Unplanned","False","False","False","1512159932385","Breakdown","None"," ","","","","","",""," ","","Tunnel exit"," ","Northbound","1","Lane 1","Lanes closed","2"," ","approaching","Sydney Harbour Tunnel","","-1","SYD_NORTH"," ","Milsons Point","Moderate","-1","None","","","","","","",""
"151.20631","-33.87084","POINT","727234","","","","","","","1512148781398","TRAFFIC LIGHTS BLACKED OUT"," ","None","","","None","True","None","TRAFFIC LIGHTS BLACKED OUT - SYDNEY York St at Market St","False","Unplanned","False","False","False","1512151372213","Traffic lights blacked out","None"," ","","","","","",""," ","","Market Street","","Both directions"," "," ","Affected"," "," ","at","York Street","","0","SYD_MET"," ","Sydney","","-1","None","","","","","","",""
"151.37247","-33.46517","POINT","727250","","","","","","","1512167856678","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - GREEN POINT Avoca Dr at Lakewood Ave","False","Unplanned","False","False","False","1512168068632","Breakdown","None"," ","","","","","",""," ","","Lakewood Avenue","","","","","","","","at","Avoca Drive","","0","REG_NORTH"," ","Green Point","","-1","None","","","","","","",""
"150.96546","-33.81182","POINT","727251","","","","","","","1512168512774","TRAFFIC LIGHTS BLACKED OUT"," ","None","","","None","True","None","TRAFFIC LIGHTS BLACKED OUT - WENTWORTHVILLE Cumberland Hwy at Smith St","False","Unplanned","False","False","False","1512172203236","Traffic lights blacked out","None"," ","","","","","",""," ","","Smith Street","","","","","","","","at","Cumberland Highway","","0","SYD_WEST"," ","Wentworthville","","-1","None","","","","","","",""
"152.73602","-31.56455","POINT","727242","","","","","Tow truck","","1512159678701","CHANGED TRAFFIC CONDITIONS Vehicle salvage, Due to earlier incident"," ","None","","","None","True","None","CHANGED TRAFFIC CONDITIONS Vehicle salvage, Due to earlier incident - HERONS CREEK Pacific Hwy just past Bago Rd","False","Unplanned","False","False","False","1512179355198","Changed traffic conditions","None"," ","","","","","",""," ","","Bago Road","","Northbound","1","Lane 1","Lanes closed","2"," ","just past","Pacific Highway","","0","REG_NORTH"," ","Herons Creek","","-1","None","","","","","","",""
"151.05245","-33.81389","POINT","727253","","","","","RMS","","1512169459103","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - RYDALMERE Victoria Rd at Silverwater Rd","False","Unplanned","False","False","False","1512169659629","Accident","None"," ","","","","","",""," ","","Silverwater Road","","Eastbound"," "," ","Affected"," "," ","at","Victoria Road","","0","SYD_WEST"," ","Rydalmere","","-1","None","","","","","","",""
"147.57025","-34.72452","POINT","727252","","","","","","","1512169040921","HAZARD Fallen trees"," ","None","","","None","True","None","HAZARD Fallen trees - JUNEE REEFS Goldfields Way at Coffin Rock Lane","False","Unplanned","False","False","False","1512171130921","Hazard","None","Several trees are down along the roadway.<br/>","","","","","",""," ","","Coffin Rock Lane","","Both directions"," "," ","Affected"," "," ","at","Goldfields Way","","0","REG_SOUTH"," ","Junee Reefs","","-1","None","","","","","","",""
"147.11036","-34.20041","POINT","727247","","","","","RMS","","1512165699256","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - ARIAH PARK Newell Hwy at Ariah Park Rd","False","Unplanned","False","False","False","1512173308560","Hazard","None"," ","","","","","",""," ","","Ariah Park Road","","Both directions"," "," ","Affected"," "," ","at","Newell Highway","","0","REG_SOUTH"," ","Ariah Park","","-1","None","","","","","","",""
"152.7354","-31.56486","POINT","727230","","","","","Heavy tow truck","","1512142139050","ACCIDENT B-Double"," ","None","","","None","True","None","ACCIDENT B-Double - THRUMSTER Pacific Hwy near Bago Rd","False","Unplanned","False","False","False","1512150264034","Accident","None"," ","","","","","",""," ","","Bago Road","","Northbound","1","Lane 1","Lanes closed","2"," ","near","Pacific Highway","","0","REG_NORTH"," ","THRUMSTER","","-1","None","","","","","","",""
"147.9783","-33.40737","POINT","727261","","","","","RMS","","1512172876726","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - FORBES Newell Hwy at Condobolin Rd","False","Unplanned","False","False","False","1512173834554","Hazard","None"," ","","","","","",""," ","","Condobolin Road","","Both directions"," "," ","Affected"," "," ","at","Newell Highway","","0","REG_WEST"," ","Forbes","","-1","None","","","","","","",""
"151.01407","-33.79655","POINT","727262","","","","","","","1512173268843","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - NORTH PARRAMATTA James Ruse Dr just past Pennant Hills Rd","False","Unplanned","False","False","False","1512174965711","Accident","None"," ","","","","","",""," ","","Pennant Hills Road","","Southbound"," "," ","Affected"," "," ","just past","James Ruse Drive","","0","SYD_WEST"," ","North Parramatta","","-1","None","","","","","","",""
"150.84212","-33.99844","POINT","727264","","","","","","","1512174543939","TRAFFIC LIGHTS FLASHING YELLOW"," ","None","","","None","True","None","TRAFFIC LIGHTS FLASHING YELLOW - DENHAM COURT Campbelltown Rd at Hume Mwy Off-ramp","False","Unplanned","False","False","False","1512187423852","Traffic lights flashing yellow","None"," ","","","","","",""," ","","Hume Motorway Off-ramp","","","","","","","","at","Campbelltown Road","","0","SYD_SOUTH"," ","Denham Court","","-1","None","","","","","","",""
"148.72925","-33.28841","POINT","727263","","","","","RMS","","1512173734481","HAZARD Fallen tree branches"," ","None","","","None","True","None","HAZARD Fallen tree branches - FORBES The Escort Way at Bridge St","False","Unplanned","False","False","False","1512174693479","Hazard","None"," ","","","","","",""," ","","Bridge Street","","Both directions"," "," ","Affected"," "," ","at","The Escort Way","","0","REG_WEST"," ","Forbes","","-1","None","","","","","","",""
"148.12389","-33.2108","POINT","727265","","","","","","","1512175200644","ACCIDENT Car"," ","None","","","None","True","None","ACCIDENT Car - TICHBORNE Newell Hwy at 10km South Of Parkes","False","Unplanned","False","False","False","1512182603747","Accident","None"," ","","","","","",""," ","","10km South Of Parkes","","Southbound"," "," ","Affected"," "," ","at","Newell Highway","","0","REG_WEST"," ","Tichborne","","-1","None","","","","","","",""
"148.67369","-34.32214","POINT","727266","","","","","RMS","","1512175510534","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - BOOROWA Lachlan Valley Way at 20km north of Boorowa","False","Unplanned","False","False","False","1512188259346","Hazard","None"," ","","","","","",""," ","","20km north of Boorowa","","Both directions"," "," ","Affected"," "," ","at","Lachlan Valley Way","","0","REG_SOUTH"," ","Boorowa","","-1","None","","","","","","",""
"148.20435","-33.14254","POINT","727274","","","","","","","1512177499696","ACCIDENT Truck, Car"," ","None","","","None","True","None","ACCIDENT Truck, Car - PARKES Henry Parkes Way at Tanks Rd","False","Unplanned","False","False","False","1512178865599","Accident","None"," ","","","","","",""," ","","Tanks Road","","Both directions"," "," ","Affected"," "," ","at","Henry Parkes Way","","0","REG_WEST"," ","Parkes","","-1","None","","","","","","",""
"148.71608","-34.03365","POINT","727269","","","","","RMS","","1512176755148","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - COWRA Lachlan Valley Way at 25km south of Cowra","False","Unplanned","False","False","False","1512183088527","Hazard","None"," ","","","","","",""," ","","25km south of Cowra","","Both directions"," "," ","Affected"," "," ","at","Lachlan Valley Way","","0","REG_WEST"," ","Cowra","","-1","None","","","","","","",""
"148.74882","-33.81534","POINT","727273","","","","","RMS","","1512177257025","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - COWRA Mid Western Hwy at Porters Mount Rd","False","Unplanned","False","False","False","1512182281643","Hazard","None","Traffic is being held on site for a short time while the trees are removed from the roadway.<br/>","","","","","",""," ","","Porters Mount Road","","Both directions"," "," ","Closed"," ","Road","at","Mid Western Highway","","0","REG_WEST"," ","Cowra","","-1","None","","","","","","",""
"151.19008","-33.90799","POINT","727272","","","","","Motorway crew","","1512177211552","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - ALEXANDRIA Sydney Park Rd approaching Euston Rd","False","Unplanned","False","False","False","1512177937426","Accident","None"," ","","","","","",""," ","","Euston Road"," ","Eastbound"," "," ","Affected"," "," ","approaching","Sydney Park Road","","-1","SYD_MET"," ","Alexandria","Heavy","-1","None","","","","","","",""
"148.68602","-33.30251","POINT","727276","","","","","Local council","","1512177896055","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - CUDAL The Escort Way at Bowens Lane","False","Unplanned","False","False","False","1512180141350","Hazard","None"," ","","","","","",""," ","","Bowens Lane","","Both directions"," "," ","Affected"," "," ","at","The Escort Way","","0","REG_WEST"," ","Cudal","","-1","None","","","","","","",""
"148.6977","-33.77776","POINT","727275","","","","","","","1512177807339","HAZARD Fallen tree"," ","None","","","None","True","None","HAZARD Fallen tree - COWRA Canowindra Rd at Mckenny Lane","False","Unplanned","False","False","False","1512186124856","Hazard","None"," ","","","","","",""," ","","Mckenny Lane","","Northbound"," "," ","Affected"," "," ","at","Canowindra Road","","0","REG_WEST"," ","Cowra","","-1","None","","","","","","",""
"146.45149","-31.54951","POINT","727277","","","","","","","1512179259962","ACCIDENT Car rollered over"," ","None","","","None","True","None","ACCIDENT Car rollered over - HERMIDALE Barrier Hwy - 10km west of Hermidale towards Cobar","False","Unplanned","False","False","False","1512182794190","Accident","None"," ","","","","","",""," ","","10km west of Hermidale towards Cobar","","","","","","","","-","Barrier Highway","","0","REG_WEST"," ","Hermidale","","-1","None","","","","","","",""
"150.83478","-34.63136","POINT","727279","","","","","","","1512179668552","HAZARD Debris, nails"," ","None","","","None","True","None","HAZARD Debris, nails - DUNMORE Prince Hwy near Swamp Rd","False","Unplanned","False","False","False","1512183685547","Hazard","None"," ","","","","","",""," ","","Swamp Road","","","","","","","","near","Prince Highway","","0","REG_SOUTH"," ","Dunmore","","-1","None","","","","","","",""
"147.96672","-34.67892","POINT","727281","","","","","","","1512181448988","ACCIDENT Car"," ","None","","","None","True","None","ACCIDENT Car - COOTAMUNDRA Olympic Hwy at 10kms North Of Cootamundra","False","Unplanned","False","False","False","1512183485167","Accident","None"," ","","","","","",""," ","","10kms North Of Cootamundra","","Southbound"," "," ","Affected"," "," ","at","Olympic Highway","","0","REG_SOUTH"," ","Cootamundra","","-1","None","","","","","","",""
"151.03599","-33.90638","POINT","727280","","","","","","","1512181030180","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - BANKSTOWN Hume Hwy at Rookwood Rd","False","Unplanned","False","False","False","1512183698666","Breakdown","None"," ","","","","","",""," ","","Rookwood Road","","Westbound","1","Lane 3","Lanes closed","3"," ","at","Hume Highway","","0","SYD_SOUTH"," ","Bankstown","","-1","None","","","","","","",""
"151.1237","-33.82374","POINT","727283","","","","","","","1512182966817","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - GLADESVILLE Victoria Rd at Monash Rd","False","Unplanned","False","False","False","1512194970349","Accident","None"," ","","","","","",""," ","","Monash Road","","Eastbound"," "," ","Affected"," "," ","at","Victoria Road","","0","SYD_NORTH"," ","Gladesville","","-1","None","","","","","","",""
"142.33377","-34.30079","POINT","727282","","","","","SES","","1512182787654","ACCIDENT Car"," ","None","","","None","True","None","ACCIDENT Car - MONAK Sturt Hwy at 10kms south east of Mildura","False","Unplanned","False","False","False","1512188757822","Accident","None"," ","","","","","",""," ","","10kms south east of Mildura","","Southbound"," "," ","Affected"," "," ","at","Sturt Hwy","","0","REG_SOUTH"," ","Monak","","-1","None","","","","","","",""
"151.06628","-33.89538","POINT","727289","","","","","","","1512184994776","BREAKDOWN Car"," ","None","","","None","True","None","BREAKDOWN Car - GREENACRE Roberts Rd at Norfolk Rd","False","Unplanned","False","False","False","1512187253705","Breakdown","None"," ","","","","","",""," ","","Norfolk Road","","","","","","","","at","Roberts Road","","0","SYD_SOUTH"," ","Greenacre","","-1","None","","","","","","",""
"150.2837","-34.58585","POINT","727287","","","","","RMS","","1512184147535","HAZARD Fallen tree"," ","None","","","None","False","None","HAZARD Fallen tree - SUTTON FOREST Illawarra Hwy at Old Argyle Rd","False","Unplanned","False","False","True","1512184147535","Hazard","None"," ","","","","","",""," ","","Old Argyle Road","","Both directions"," "," ","Affected"," "," ","at","Illawarra Highway","","0","REG_SOUTH"," ","Sutton Forest","","-1","None","","","","","","",""
"150.66228","-34.56578","POINT","727294","","","","","","","1512186705278","ACCIDENT 2 cars"," ","None","","","None","True","None","ACCIDENT 2 cars - MACQUARIE PASS Illawarra Hwy at Clover Hill Rd","False","Unplanned","False","False","False","1512190099124","Accident","None","Traffic is being held on site for a short time while the vehicles are removed. <br/>","","","","","",""," ","","Clover Hill Road","","Both directions"," "," ","Closed"," ","Road","at","Illawarra Highway","","0","REG_SOUTH"," ","Macquarie Pass","","-1","None","","","","","","",""
"148.97581","-31.46671","POINT","727290","","","","","RMS","","1512185520208","ACCIDENT B-Double overturned"," ","None","","","None","True","None","ACCIDENT B-Double overturned - TOORAWEENAH Newell Hwy","False","Unplanned","False","False","False","1512211389349","Accident","None","Alternating traffic (stop/slow) in place so vehicles can pass one direction at a time. <br/>","","","","","",""," ",""," ","","Both directions"," "," ","Affected"," "," ","at","Newell Highway","","0","REG_WEST"," ","Tooraweenah","","-1","None","","","","","","",""
